CustomerID,Recency,Frequency,Monetary,Cluster,Segment
13166,282,2,414.7,1,Champions / VIPs
13167,19,4,791.3299999999999,3,Loyal Customers
13168,36,5,1310.14,3,Loyal Customers
13169,64,2,712.88,3,Loyal Customers
13170,27,1,116.01,3,Loyal Customers
13171,8,5,426.81,3,Loyal Customers
13173,4,2,353.65,3,Loyal Customers
13174,16,3,2817.03,3,Loyal Customers
13176,46,1,492.84,3,Loyal Customers
13177,65,1,282.45,3,Loyal Customers
13178,26,11,5725.47,3,Loyal Customers
13182,45,1,121.18,3,Loyal Customers
13183,8,9,3957.78,3,Loyal Customers
13184,15,12,1648.79,3,Loyal Customers
13185,268,1,71.4,1,Champions / VIPs
13186,40,5,1539.69,3,Loyal Customers
13187,337,1,236.02,1,Champions / VIPs
13188,11,1,114.6,3,Loyal Customers
13189,19,2,260.68,3,Loyal Customers
13192,95,2,911.94,3,Loyal Customers
13193,61,1,117.88,3,Loyal Customers
13194,136,1,60.7,3,Loyal Customers
13196,11,4,1797.78,3,Loyal Customers
13198,10,8,3384.09,3,Loyal Customers
13199,4,39,9803.96,0,Potential Loyalists
13200,19,4,870.09,3,Loyal Customers
13203,10,4,869.46,3,Loyal Customers
13207,15,2,250.26000000000005,3,Loyal Customers
13208,59,7,1205.9,3,Loyal Customers
13209,30,11,5820.16,3,Loyal Customers
13210,94,1,353.48,3,Loyal Customers
13211,10,3,1197.42,3,Loyal Customers
13212,9,4,780.58,3,Loyal Customers
13213,57,6,1518.43,3,Loyal Customers
13216,268,1,333.74,1,Champions / VIPs
13217,122,5,133.62,3,Loyal Customers
13218,127,1,62.63999999999999,3,Loyal Customers
13220,78,4,819.29,3,Loyal Customers
13221,240,2,847.41,1,Champions / VIPs
13223,200,2,163.2,1,Champions / VIPs
13224,60,3,2150.85,3,Loyal Customers
13225,3,8,6083.04,3,Loyal Customers
13226,273,1,108.21,1,Champions / VIPs
13227,202,1,257.7,1,Champions / VIPs
13228,81,1,358.0,3,Loyal Customers
13229,226,1,160.95,1,Champions / VIPs
13230,4,15,2763.41,3,Loyal Customers
13232,13,7,1357.6,3,Loyal Customers
13233,74,2,605.12,3,Loyal Customers
13235,212,2,101.17000000000004,1,Champions / VIPs
13236,25,3,727.27,3,Loyal Customers
13238,11,5,680.83,3,Loyal Customers
13239,262,1,329.56,1,Champions / VIPs
13240,96,4,663.65,3,Loyal Customers
13242,112,3,270.40000000000003,3,Loyal Customers
13243,203,1,600.07,1,Champions / VIPs
13244,93,1,121.74000000000001,3,Loyal Customers
13245,51,1,430.5,3,Loyal Customers
13246,18,7,1922.1000000000001,3,Loyal Customers
13247,18,4,501.12,3,Loyal Customers
13248,125,2,465.68,3,Loyal Customers
13249,92,3,711.41,3,Loyal Customers
13253,157,2,1030.4,1,Champions / VIPs
13255,4,3,390.66,3,Loyal Customers
13256,14,1,0.0,3,Loyal Customers
13258,12,3,698.5799999999999,3,Loyal Customers
13259,62,1,292.32,3,Loyal Customers
13260,61,1,557.62,3,Loyal Customers
13261,269,2,944.1,1,Champions / VIPs
13262,263,1,200.29,1,Champions / VIPs
13263,1,35,7454.07,0,Potential Loyalists
13265,53,5,2107.66,3,Loyal Customers
13266,11,19,3717.67,0,Potential Loyalists
13267,3,27,4404.4400000000005,0,Potential Loyalists
13268,18,15,3167.64,3,Loyal Customers
13269,1,17,5315.92,0,Potential Loyalists
13270,366,1,590.0,1,Champions / VIPs
13271,37,2,178.26,3,Loyal Customers
13272,31,2,276.56,3,Loyal Customers
13273,113,1,138.98,3,Loyal Customers
13276,64,2,590.9300000000001,3,Loyal Customers
13277,16,4,258.4,3,Loyal Customers
13278,41,1,542.73,3,Loyal Customers
13279,64,2,126.30000000000001,3,Loyal Customers
13280,122,3,814.86,3,Loyal Customers
13282,18,6,1047.84,3,Loyal Customers
13283,60,2,93.66,3,Loyal Customers
13284,323,2,196.15,1,Champions / VIPs
13285,23,4,2709.12,3,Loyal Customers
13291,156,1,361.11,1,Champions / VIPs
13292,39,2,578.9399999999999,3,Loyal Customers
13294,190,2,873.74,1,Champions / VIPs
13295,360,2,197.95000000000002,1,Champions / VIPs
13296,137,1,87.4,3,Loyal Customers
13297,8,4,2089.85,3,Loyal Customers
13298,1,1,360.0,3,Loyal Customers
13299,268,1,142.5,1,Champions / VIPs
13300,165,2,365.29,1,Champions / VIPs
13301,104,4,618.09,3,Loyal Customers
13302,155,1,63.75,1,Champions / VIPs
13304,351,1,300.42,1,Champions / VIPs
13305,4,10,2000.86,3,Loyal Customers
13307,120,1,15.0,3,Loyal Customers
13308,23,4,1367.61,3,Loyal Customers
13309,7,5,1456.79,3,Loyal Customers
13310,9,6,1083.63,3,Loyal Customers
13311,4,2,598.57,3,Loyal Customers
13313,22,5,1555.32,3,Loyal Customers
13314,2,4,578.66,3,Loyal Customers
13316,37,5,5815.49,3,Loyal Customers
13317,64,9,2140.07,3,Loyal Customers
13318,1,3,640.76,3,Loyal Customers
13319,5,36,10664.34,0,Potential Loyalists
13320,70,6,1491.7,3,Loyal Customers
13321,72,2,567.36,3,Loyal Customers
13322,17,1,199.48000000000002,3,Loyal Customers
13323,3,5,787.85,3,Loyal Customers
13324,32,12,7072.8,3,Loyal Customers
13325,82,1,675.3,3,Loyal Customers
13327,39,9,3617.57,3,Loyal Customers
13328,316,1,1308.48,1,Champions / VIPs
13329,32,4,740.4,3,Loyal Customers
13330,93,3,1140.93,3,Loyal Customers
13332,14,1,350.9,3,Loyal Customers
13334,82,3,3536.82,3,Loyal Customers
13336,77,1,795.12,3,Loyal Customers
13338,154,3,431.82000000000005,1,Champions / VIPs
13339,201,1,860.12,1,Champions / VIPs
13340,45,7,10736.48,3,Loyal Customers
13341,261,1,775.85,1,Champions / VIPs
13343,173,2,303.93,1,Champions / VIPs
13344,68,3,2543.72,3,Loyal Customers
13345,277,2,377.6,1,Champions / VIPs
13347,70,1,341.35999999999996,3,Loyal Customers
13348,64,1,233.76000000000002,3,Loyal Customers
13349,11,1,247.32,3,Loyal Customers
13350,16,3,910.72,3,Loyal Customers
13351,66,1,373.94,3,Loyal Customers
13352,8,2,389.28,3,Loyal Customers
13354,71,1,743.53,3,Loyal Customers
13355,122,1,674.7,3,Loyal Customers
13356,80,1,768.24,3,Loyal Customers
13357,257,1,609.95,1,Champions / VIPs
13358,269,1,439.03,1,Champions / VIPs
13359,59,2,431.26,3,Loyal Customers
13362,3,5,3085.4900000000002,3,Loyal Customers
13363,18,2,992.5,3,Loyal Customers
13364,67,2,1.7763568394002505e-15,3,Loyal Customers
13365,9,3,2191.22,3,Loyal Customers
13366,50,1,56.16,3,Loyal Customers
13368,257,2,623.4,1,Champions / VIPs
13369,354,2,263.75,1,Champions / VIPs
13370,366,2,721.32,1,Champions / VIPs
13372,90,1,378.64,3,Loyal Customers
13373,61,3,3312.25,3,Loyal Customers
13375,81,2,772.9,3,Loyal Customers
13376,99,3,1019.76,3,Loyal Customers
13379,26,3,572.56,3,Loyal Customers
13381,21,7,3626.81,3,Loyal Customers
13382,281,1,222.99,1,Champions / VIPs
13384,31,9,4122.28,3,Loyal Customers
13385,330,1,534.57,1,Champions / VIPs
13388,121,3,627.15,3,Loyal Customers
13389,11,3,797.96,3,Loyal Customers
13390,75,1,544.08,3,Loyal Customers
13391,204,1,59.8,1,Champions / VIPs
13394,2,10,2312.8,3,Loyal Customers
13395,185,1,307.71999999999997,1,Champions / VIPs
13396,22,5,1325.29,3,Loyal Customers
13397,73,6,1539.18,3,Loyal Customers
13398,192,1,457.34,1,Champions / VIPs
13402,127,2,621.23,3,Loyal Customers
13403,18,1,75.0,3,Loyal Customers
13404,1,2,252.49,3,Loyal Customers
13405,74,3,572.451,3,Loyal Customers
13408,2,81,27487.41,0,Potential Loyalists
13410,9,7,988.91,3,Loyal Customers
13411,107,1,213.55,3,Loyal Customers
13414,134,3,1390.5,3,Loyal Customers
13416,44,2,712.5,3,Loyal Customers
13417,5,2,640.83,3,Loyal Customers
13418,12,23,5845.44,0,Potential Loyalists
13419,64,1,221.06,3,Loyal Customers
13420,135,4,140.35,3,Loyal Customers
13421,40,3,1848.98,3,Loyal Customers
13422,51,2,2601.55,3,Loyal Customers
13425,108,3,1624.21,3,Loyal Customers
13426,1,12,3550.7000000000003,3,Loyal Customers
13427,19,3,582.6,3,Loyal Customers
13428,10,1,218.47,3,Loyal Customers
13429,11,4,1006.8,3,Loyal Customers
13430,19,4,648.6899999999999,3,Loyal Customers
13431,67,2,1269.1,3,Loyal Customers
13434,74,2,534.2400000000001,3,Loyal Customers
13435,5,9,3794.49,3,Loyal Customers
13436,2,1,196.89,3,Loyal Customers
13437,14,7,3408.06,3,Loyal Customers
13439,255,1,283.71,1,Champions / VIPs
13441,92,1,296.64,3,Loyal Customers
13447,23,4,1104.23,3,Loyal Customers
13448,17,10,3465.67,3,Loyal Customers
13449,24,1,291.88,3,Loyal Customers
13450,27,6,2043.72,3,Loyal Customers
13451,26,6,2916.45,3,Loyal Customers
13452,259,2,590.0,1,Champions / VIPs
13453,166,2,356.97999999999996,1,Champions / VIPs
13455,25,4,1007.35,3,Loyal Customers
13456,18,7,1737.8200000000002,3,Loyal Customers
13458,7,22,9537.92,0,Potential Loyalists
13460,29,2,183.44,3,Loyal Customers
13461,39,3,1445.0,3,Loyal Customers
13462,183,2,143.25,1,Champions / VIPs
13464,58,1,674.68,3,Loyal Customers
13466,100,2,297.95,3,Loyal Customers
13467,11,2,1083.71,3,Loyal Customers
13468,2,41,5656.75,0,Potential Loyalists
13470,99,2,165.0,3,Loyal Customers
13471,1,4,2531.58,3,Loyal Customers
13473,61,3,417.54,3,Loyal Customers
13474,236,1,229.59,1,Champions / VIPs
13475,191,4,1431.78,1,Champions / VIPs
13476,179,4,1092.77,1,Champions / VIPs
13477,38,8,1441.53,3,Loyal Customers
13479,198,3,291.0,1,Champions / VIPs
13481,46,8,1776.81,3,Loyal Customers
13482,232,1,184.64,1,Champions / VIPs
13483,66,1,140.34,3,Loyal Customers
13484,241,1,313.8,1,Champions / VIPs
13485,233,1,454.24,1,Champions / VIPs
13486,78,3,1122.41,3,Loyal Customers
13487,58,3,575.4,3,Loyal Customers
13488,17,17,8910.61,0,Potential Loyalists
13489,105,4,449.52,3,Loyal Customers
13491,52,10,1215.82,3,Loyal Customers
13492,136,3,1269.84,3,Loyal Customers
13493,275,2,618.63,1,Champions / VIPs
13494,312,1,316.26000000000005,1,Champions / VIPs
13495,8,6,1990.12,3,Loyal Customers
13496,11,3,617.9300000000001,3,Loyal Customers
13497,283,3,321.05,1,Champions / VIPs
13499,18,7,1146.96,3,Loyal Customers
13500,23,4,1136.77,3,Loyal Customers
13501,243,2,1310.47,1,Champions / VIPs
13502,17,3,292.0,3,Loyal Customers
13503,71,1,216.85,3,Loyal Customers
13504,64,1,295.93,3,Loyal Customers
13505,68,8,4282.88,3,Loyal Customers
13506,312,3,452.82,1,Champions / VIPs
13507,3,4,2479.16,3,Loyal Customers
13508,244,1,110.97,1,Champions / VIPs
13509,9,7,979.72,3,Loyal Customers
13510,1,5,1785.16,3,Loyal Customers
13512,261,1,251.21,1,Champions / VIPs
13513,127,1,205.1,3,Loyal Customers
13514,74,1,152.20000000000002,3,Loyal Customers
13515,73,4,891.12,3,Loyal Customers
13516,21,3,1389.41,3,Loyal Customers
13517,60,5,2109.07,3,Loyal Customers
13518,86,1,659.4399999999999,3,Loyal Customers
13519,50,2,110.8,3,Loyal Customers
13520,59,8,3487.75,3,Loyal Customers
13521,1,3,1093.65,3,Loyal Customers
13522,30,1,125.80000000000001,3,Loyal Customers
13523,33,6,3755.38,3,Loyal Customers
13524,41,5,680.1800000000001,3,Loyal Customers
13525,15,2,628.78,3,Loyal Customers
13527,34,8,2263.76,3,Loyal Customers
13529,79,2,307.76,3,Loyal Customers
13531,205,2,483.8,1,Champions / VIPs
13532,34,1,210.31,3,Loyal Customers
13533,183,3,270.79,1,Champions / VIPs
13534,2,43,5613.08,0,Potential Loyalists
13536,1,7,3448.29,3,Loyal Customers
13538,43,7,1280.85,3,Loyal Customers
13539,86,4,605.84,3,Loyal Customers
13544,40,2,291.41,3,Loyal Customers
13546,12,3,626.99,3,Loyal Customers
13548,96,2,682.41,3,Loyal Customers
13549,26,8,916.12,3,Loyal Customers
13551,319,1,91.80000000000001,1,Champions / VIPs
13552,66,16,3539.53,3,Loyal Customers
13555,74,4,4149.28,3,Loyal Customers
13557,28,2,584.06,3,Loyal Customers
13558,6,4,605.06,3,Loyal Customers
13560,7,1,174.37,3,Loyal Customers
13561,216,1,141.85999999999999,1,Champions / VIPs
13562,82,3,1799.33,3,Loyal Customers
13563,84,2,777.53,3,Loyal Customers
13564,144,5,647.74,3,Loyal Customers
13565,19,2,240.22,3,Loyal Customers
13566,41,2,874.71,3,Loyal Customers
13568,173,1,192.85,1,Champions / VIPs
13569,17,2,373.75,3,Loyal Customers
13570,243,1,239.48999999999998,1,Champions / VIPs
13571,13,13,2092.32,3,Loyal Customers
13572,206,1,1384.25,1,Champions / VIPs
13573,50,2,294.4,3,Loyal Customers
13575,23,5,732.0699999999999,3,Loyal Customers
13576,10,20,6703.3,0,Potential Loyalists
13577,25,5,1658.3,3,Loyal Customers
13579,15,2,467.04,3,Loyal Customers
13581,309,1,118.0,1,Champions / VIPs
13583,156,1,781.03,1,Champions / VIPs
13584,307,1,142.4,1,Champions / VIPs
13587,32,3,347.0,3,Loyal Customers
13588,16,13,2445.12,3,Loyal Customers
13589,15,2,379.65,3,Loyal Customers
13590,11,7,1976.12,3,Loyal Customers
13591,65,3,1117.13,3,Loyal Customers
13592,36,4,247.95999999999998,3,Loyal Customers
13593,108,6,1990.28,3,Loyal Customers
13594,53,1,396.97,3,Loyal Customers
13596,6,2,697.04,3,Loyal Customers
13598,47,2,167.42000000000002,3,Loyal Customers
13599,1,33,5030.6,0,Potential Loyalists
13600,312,1,219.51999999999998,1,Champions / VIPs
13601,45,2,693.32,3,Loyal Customers
13602,65,1,428.89,3,Loyal Customers
13603,26,1,164.34,3,Loyal Customers
13606,29,3,280.53999999999996,3,Loyal Customers
13607,40,1,678.01,3,Loyal Customers
13610,12,9,1115.43,3,Loyal Customers
13611,89,4,1158.2,3,Loyal Customers
13614,24,4,1610.46,3,Loyal Customers
13615,313,2,399.99,1,Champions / VIPs
13617,40,3,544.18,3,Loyal Customers
13618,174,1,177.34,1,Champions / VIPs
13621,117,1,213.85,3,Loyal Customers
13623,31,7,672.4399999999999,3,Loyal Customers
13626,253,1,257.23,1,Champions / VIPs
13627,59,7,1624.02,3,Loyal Customers
13629,23,11,7792.36,3,Loyal Customers
13630,5,11,1995.68,3,Loyal Customers
13631,100,12,3021.77,3,Loyal Customers
13632,25,6,2117.02,3,Loyal Customers
13634,33,5,1575.16,3,Loyal Customers
13635,68,1,1071.03,3,Loyal Customers
13636,37,6,941.62,3,Loyal Customers
13637,52,3,810.5,3,Loyal Customers
13638,16,1,122.64,3,Loyal Customers
13639,74,1,1033.34,3,Loyal Customers
13642,216,1,354.8,1,Champions / VIPs
13643,31,3,519.44,3,Loyal Customers
13644,9,5,2597.52,3,Loyal Customers
13645,120,1,252.1,3,Loyal Customers
13647,10,5,1670.22,3,Loyal Customers
13649,257,2,346.6,1,Champions / VIPs
13650,17,7,1809.34,3,Loyal Customers
13651,35,2,94.19999999999999,3,Loyal Customers
13652,46,3,1095.08,3,Loyal Customers
13654,43,6,2707.33,3,Loyal Customers
13655,114,2,932.97,3,Loyal Customers
13656,165,2,379.65,1,Champions / VIPs
13657,11,2,382.14,3,Loyal Customers
13658,10,7,2421.47,3,Loyal Customers
13659,197,3,1550.8500000000001,1,Champions / VIPs
13662,86,7,879.08,3,Loyal Customers
13663,179,1,189.47,1,Champions / VIPs
13666,60,3,84.64999999999999,3,Loyal Customers
13667,149,1,305.02,1,Champions / VIPs
13668,3,29,6216.07,0,Potential Loyalists
13669,51,2,218.55,3,Loyal Customers
13670,75,1,349.7,3,Loyal Customers
13672,301,6,-71.46,1,Champions / VIPs
13673,19,2,396.92,3,Loyal Customers
13675,151,2,486.82000000000005,1,Champions / VIPs
13678,152,1,232.6,1,Champions / VIPs
13680,1,5,2202.31,3,Loyal Customers
13681,18,4,827.83,3,Loyal Customers
13682,187,1,59.5,1,Champions / VIPs
13684,286,2,64.23,1,Champions / VIPs
13685,3,7,3119.44,3,Loyal Customers
13686,183,1,72.0,1,Champions / VIPs
13689,63,1,910.0,3,Loyal Customers
13690,59,1,172.25,3,Loyal Customers
13692,25,5,1466.8700000000001,3,Loyal Customers
13693,325,2,-32.0,1,Champions / VIPs
13694,4,60,62653.1,0,Potential Loyalists
13695,31,15,2504.13,3,Loyal Customers
13697,39,1,151.29999999999998,3,Loyal Customers
13699,155,1,308.58000000000004,1,Champions / VIPs
13700,26,10,2265.12,3,Loyal Customers
13703,318,1,99.5,1,Champions / VIPs
13704,5,10,2295.31,3,Loyal Customers
13705,8,3,711.86,3,Loyal Customers
13706,303,1,330.79,1,Champions / VIPs
13707,267,2,806.41,1,Champions / VIPs
13708,271,1,296.88,1,Champions / VIPs
13709,4,17,6249.11,0,Potential Loyalists
13710,32,1,180.48,3,Loyal Customers
13711,219,2,252.06,1,Champions / VIPs
13712,247,1,228.83999999999997,1,Champions / VIPs
13715,281,8,1053.94,1,Champions / VIPs
13716,269,1,138.28,1,Champions / VIPs
13717,32,7,1432.26,3,Loyal Customers
13718,246,2,306.55,1,Champions / VIPs
13719,15,5,1041.68,3,Loyal Customers
13720,117,4,799.9,3,Loyal Customers
13721,36,1,524.14,3,Loyal Customers
13722,120,4,2369.16,3,Loyal Customers
13723,217,1,199.85000000000002,1,Champions / VIPs
13725,50,11,1809.81,3,Loyal Customers
13726,39,2,1079.66,3,Loyal Customers
13727,29,2,333.48,3,Loyal Customers
13728,37,6,1016.14,3,Loyal Customers
13730,136,2,752.6,3,Loyal Customers
13731,219,2,610.59,1,Champions / VIPs
13732,28,1,491.86,3,Loyal Customers
13735,25,8,2766.18,3,Loyal Customers
13736,5,3,724.0,3,Loyal Customers
13737,200,1,339.59999999999997,1,Champions / VIPs
13739,18,1,216.9,3,Loyal Customers
13740,241,1,350.75,1,Champions / VIPs
13741,72,4,666.33,3,Loyal Customers
13742,17,14,3102.42,3,Loyal Customers
13743,3,8,1340.1499999999999,3,Loyal Customers
13744,95,2,1156.36,3,Loyal Customers
13745,151,2,291.54,1,Champions / VIPs
13747,374,1,79.6,1,Champions / VIPs
13748,96,5,948.25,3,Loyal Customers
13750,54,5,1647.26,3,Loyal Customers
13751,288,1,296.25,1,Champions / VIPs
13752,124,6,1186.28,3,Loyal Customers
13753,288,1,741.26,1,Champions / VIPs
13754,152,2,282.6,1,Champions / VIPs
13755,4,10,2154.68,3,Loyal Customers
13756,2,15,5145.12,3,Loyal Customers
13758,12,7,3190.55,3,Loyal Customers
13759,33,2,659.41,3,Loyal Customers
13760,54,2,286.79,3,Loyal Customers
13761,50,2,1070.65,3,Loyal Customers
13762,204,2,0.0,1,Champions / VIPs
13763,63,3,1689.46,3,Loyal Customers
13764,71,3,1521.76,3,Loyal Customers
13767,2,52,16945.71,0,Potential Loyalists
13769,2,16,2771.87,3,Loyal Customers
13771,64,5,2631.7,3,Loyal Customers
13772,34,3,1132.13,3,Loyal Customers
13774,82,1,345.0,3,Loyal Customers
13777,1,41,25748.35,0,Potential Loyalists
13778,103,1,178.7,3,Loyal Customers
13780,7,2,360.01,3,Loyal Customers
13781,251,1,127.84,1,Champions / VIPs
13782,13,6,912.0,3,Loyal Customers
13784,10,11,2462.79,3,Loyal Customers
13786,367,1,230.4,1,Champions / VIPs
13787,76,2,309.04,3,Loyal Customers
13790,4,1,348.8,3,Loyal Customers
13791,43,3,1047.68,3,Loyal Customers
13792,66,2,195.55,3,Loyal Customers
13798,1,63,36351.42,0,Potential Loyalists
13799,117,2,688.86,3,Loyal Customers
13800,310,1,558.32,1,Champions / VIPs
13801,67,1,324.8,3,Loyal Customers
13802,138,6,3906.27,3,Loyal Customers
13803,255,1,277.07,1,Champions / VIPs
13804,31,7,2635.79,3,Loyal Customers
13805,52,2,924.6,3,Loyal Customers
13806,64,1,256.38,3,Loyal Customers
13807,367,1,112.6,1,Champions / VIPs
13808,6,5,1747.66,3,Loyal Customers
13809,305,1,155.05,1,Champions / VIPs
13810,29,4,899.51,3,Loyal Customers
13811,184,4,591.75,1,Champions / VIPs
13812,42,3,539.0,3,Loyal Customers
13813,40,5,1353.41,3,Loyal Customers
13814,56,3,1562.12,3,Loyal Customers
13815,22,5,4014.91,3,Loyal Customers
13816,24,4,555.04,3,Loyal Customers
13817,29,2,382.98,3,Loyal Customers
13819,302,3,1140.35,1,Champions / VIPs
13821,145,2,385.64,1,Champions / VIPs
13822,6,2,632.0,3,Loyal Customers
13823,19,2,957.6600000000001,3,Loyal Customers
13824,33,5,1698.94,3,Loyal Customers
13826,158,2,174.65,1,Champions / VIPs
13827,58,3,412.05,3,Loyal Customers
13828,22,1,209.49,3,Loyal Customers
13829,359,1,-102.0,1,Champions / VIPs
13831,16,6,2202.99,3,Loyal Customers
13832,18,2,40.949999999999996,3,Loyal Customers
13833,159,1,384.8,1,Champions / VIPs
13835,25,5,834.57,3,Loyal Customers
13837,212,2,271.24,1,Champions / VIPs
13838,6,4,691.73,3,Loyal Customers
13841,253,1,85.0,1,Champions / VIPs
13842,59,9,3385.62,3,Loyal Customers
13844,11,1,361.62,3,Loyal Customers
13845,65,1,312.98,3,Loyal Customers
13846,25,4,847.61,3,Loyal Customers
13848,92,3,1255.0,3,Loyal Customers
13849,52,2,1537.95,3,Loyal Customers
13850,88,2,1586.81,3,Loyal Customers
13851,96,3,2651.46,3,Loyal Customers
13853,9,2,1056.94,3,Loyal Customers
13854,9,29,8025.0199999999995,0,Potential Loyalists
13856,169,5,363.4,1,Champions / VIPs
13858,57,1,216.17000000000002,3,Loyal Customers
13859,326,1,201.16,1,Champions / VIPs
13860,1,6,1240.0,3,Loyal Customers
13862,18,10,2187.31,3,Loyal Customers
13863,245,2,299.56,1,Champions / VIPs
13865,58,4,501.56,3,Loyal Customers
13866,74,1,145.67000000000002,3,Loyal Customers
13867,31,3,1015.29,3,Loyal Customers
13868,7,2,3192.54,3,Loyal Customers
13869,123,4,3104.95,3,Loyal Customers
13870,2,10,2751.25,3,Loyal Customers
13871,23,14,6389.8,3,Loyal Customers
13873,120,4,381.70000000000005,3,Loyal Customers
13874,358,1,540.45,1,Champions / VIPs
13875,54,5,1786.79,3,Loyal Customers
13876,64,1,122.7,3,Loyal Customers
13877,86,1,117.24,3,Loyal Customers
13878,55,1,1281.53,3,Loyal Customers
13880,21,13,3219.77,3,Loyal Customers
13881,4,22,16989.52,0,Potential Loyalists
13882,3,6,1131.28,3,Loyal Customers
13883,1,9,2538.75,3,Loyal Customers
13884,7,6,781.3000000000001,3,Loyal Customers
13885,189,2,506.8,1,Champions / VIPs
13886,71,1,243.56,3,Loyal Customers
13887,204,1,349.55,1,Champions / VIPs
13888,120,2,605.63,3,Loyal Customers
13889,93,1,416.90000000000003,3,Loyal Customers
13890,1,14,1860.8600000000001,3,Loyal Customers
13892,27,4,632.97,3,Loyal Customers
13893,298,1,821.1,1,Champions / VIPs
13894,22,5,535.97,3,Loyal Customers
13895,21,5,2588.12,3,Loyal Customers
13897,50,1,311.16,3,Loyal Customers
13898,326,1,155.93,1,Champions / VIPs
13899,16,2,388.52,3,Loyal Customers
13900,183,3,740.95,1,Champions / VIPs
13901,72,5,2867.2,3,Loyal Customers
13904,37,2,332.64,3,Loyal Customers
13908,80,5,2347.05,3,Loyal Customers
13911,57,9,2580.91,3,Loyal Customers
13914,4,3,613.95,3,Loyal Customers
13917,50,2,272.04,3,Loyal Customers
13918,50,2,1212.8400000000001,3,Loyal Customers
13919,53,3,350.15999999999997,3,Loyal Customers
13922,352,1,172.25,1,Champions / VIPs
13923,54,1,351.13,3,Loyal Customers
13924,2,11,1682.08,3,Loyal Customers
13925,36,6,616.65,3,Loyal Customers
13926,23,1,223.85000000000002,3,Loyal Customers
13927,75,1,348.99,3,Loyal Customers
13928,11,4,464.57,3,Loyal Customers
13929,169,3,802.85,1,Champions / VIPs
13930,58,2,337.34,3,Loyal Customers
13931,86,3,1230.93,3,Loyal Customers
13932,295,1,307.4,1,Champions / VIPs
13933,109,2,608.79,3,Loyal Customers
13934,264,1,922.1,1,Champions / VIPs
13936,171,2,361.28,1,Champions / VIPs
13937,169,1,158.85,1,Champions / VIPs
13938,35,1,71.66,3,Loyal Customers
13939,23,4,556.75,3,Loyal Customers
13940,17,4,839.14,3,Loyal Customers
13941,22,7,4912.41,3,Loyal Customers
13946,79,3,561.57,3,Loyal Customers
13947,65,1,90.6,3,Loyal Customers
13948,361,1,102.0,1,Champions / VIPs
13949,3,6,2427.32,3,Loyal Customers
13950,11,5,728.56,3,Loyal Customers
13951,176,3,674.45,1,Champions / VIPs
13952,211,3,3246.091,1,Champions / VIPs
13953,7,7,3515.68,3,Loyal Customers
13954,2,3,378.59,3,Loyal Customers
13955,154,2,322.96,1,Champions / VIPs
13956,5,5,1026.42,3,Loyal Customers
13958,372,1,-102.45,1,Champions / VIPs
13959,79,3,598.2,3,Loyal Customers
13960,21,2,230.22,3,Loyal Customers
13962,22,2,169.55,3,Loyal Customers
13963,308,4,664.54,1,Champions / VIPs
13967,146,1,80.7,1,Champions / VIPs
13969,7,20,8986.69,0,Potential Loyalists
13971,9,11,2702.2200000000003,3,Loyal Customers
13972,71,2,190.25,3,Loyal Customers
13973,287,1,264.7,1,Champions / VIPs
13974,49,1,413.59000000000003,3,Loyal Customers
13975,31,7,2503.23,3,Loyal Customers
13976,207,1,357.98,1,Champions / VIPs
13978,15,2,196.79,3,Loyal Customers
13979,73,1,869.87,3,Loyal Customers
13980,60,1,200.14000000000001,3,Loyal Customers
13982,39,5,1861.11,3,Loyal Customers
13983,30,13,2590.46,3,Loyal Customers
13984,27,6,488.03000000000003,3,Loyal Customers
13985,4,16,7024.530000000001,3,Loyal Customers
13986,17,1,320.46,3,Loyal Customers
13988,20,9,4098.8,3,Loyal Customers
13989,66,2,1266.08,3,Loyal Customers
13990,213,1,311.3,1,Champions / VIPs
13991,12,7,850.63,3,Loyal Customers
13992,30,1,76.8,3,Loyal Customers
13993,32,12,3409.66,3,Loyal Customers
13994,4,6,2313.14,3,Loyal Customers
13995,15,6,1383.49,3,Loyal Customers
13999,10,15,3865.26,3,Loyal Customers
14000,206,2,633.71,1,Champions / VIPs
14001,46,4,2030.33,3,Loyal Customers
14002,134,2,529.73,3,Loyal Customers
14004,43,7,4582.64,3,Loyal Customers
14005,10,5,2874.72,3,Loyal Customers
14006,116,3,962.19,3,Loyal Customers
14009,198,3,685.9300000000001,1,Champions / VIPs
14012,278,1,328.8,1,Champions / VIPs
14013,110,3,473.02,3,Loyal Customers
14014,77,1,505.17999999999995,3,Loyal Customers
14015,53,1,917.34,3,Loyal Customers
14016,154,5,4328.46,1,Champions / VIPs
14019,47,4,1398.96,3,Loyal Customers
14020,17,2,642.8,3,Loyal Customers
14021,155,3,631.9,1,Champions / VIPs
14022,225,1,440.0,1,Champions / VIPs
14023,7,2,584.07,3,Loyal Customers
14024,122,2,327.7,3,Loyal Customers
14027,61,1,104.82,3,Loyal Customers
14029,63,2,467.66,3,Loyal Customers
14030,18,8,2360.09,3,Loyal Customers
14031,7,23,14634.64,0,Potential Loyalists
14032,2,18,2929.84,3,Loyal Customers
14034,22,4,512.02,3,Loyal Customers
14035,29,5,1428.02,3,Loyal Customers
14036,285,1,626.65,1,Champions / VIPs
14037,176,2,147.20000000000002,1,Champions / VIPs
14038,78,4,1554.48,3,Loyal Customers
14039,33,1,152.2,3,Loyal Customers
14040,41,15,3542.19,3,Loyal Customers
